step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,rollout_corr_training_ppl,rollout_corr_training_log_ppl,rollout_corr_kl,rollout_corr_k3_kl,rollout_corr_rollout_ppl,rollout_corr_rollout_log_ppl,rollout_corr_log_ppl_diff,rollout_corr_log_ppl_abs_diff,rollout_corr_log_ppl_diff_max,rollout_corr_log_ppl_diff_min,rollout_corr_ppl_ratio,rollout_corr_chi2_token,rollout_corr_chi2_seq,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob_entropy,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
227,0.03325588989537209,0.001201141880301293,0.00026806528185119305,0.0,1.0238939300179482,0.02299033039525966,0.00026806528185119305,0.00035253189161466025,1.023780032992363,0.022891896347573493,9.843341013038298e-05,0.0011383635983293061,0.010881192982196808,-0.011898491531610489,1.0001009926199913,0.0008140653371810913,0.1412413753569126,0.002264139795443043,1.80078125,0.2853408012194469,180.56435108184814,187.27734375,133.68350982666016,5e-06,227,4,0.7570427060127258,0.9959183931350708,0.0,0.7570427060127258,0.9959183931350708,0.0,-0.09702380746603012,1.679425597190857,-2.4746596813201904,-0.09702380746603012,1.679425597190857,-2.4746596813201904,720.6953125,3375.0,69.0,0.0,58.0546875,208.0,12.0,720.6953125,3375.0,69.0,0.0,0.0,296.75,554.0,167.0,0.0,4,42,15.0625,0.0625,0.9375,6.375,8,6.056341171264648,8.0,8,8,3.0778348445892334e-05,0.11409038677811623,2.151343649253249,0.630139061511727,0.0,0.0,0.0,2.151343649253249,0.0,260,2894,4.852603994309902,0.00010641105473041534,1.3166251368820667,0.0032155029475688934,6.58438116684556,12.781318819150329,4.0045008063316345e-05,0.052603323551582155,0.050558469564899525,2.4690385290739623e-05,130233,12.781318819150329,5094.662054938771,
228,0.035332665051100776,0.0032673950845492072,0.00018561745665124363,0.0,1.0243264362215996,0.023411523114191368,0.00018561745665124363,0.000559650542527379,1.023791491985321,0.022914278670214117,0.0004972441802237881,0.0032601840284769423,0.0754614919424057,-0.04718281328678131,1.0005381889641285,0.0019238926470279694,0.0820259116590023,0.0065688003960531205,3.06640625,0.2759835786675354,180.56435108184814,187.27734375,133.51181411743164,5e-06,228,4,0.8266231417655945,0.9938775300979614,0.0,0.8266231417655945,0.9938775300979614,0.0,-0.09294336289167404,1.2392430305480957,-2.4746217727661133,-0.09294336289167404,1.2392430305480957,-2.4746217727661133,574.8046875,2846.0,86.0,0.0,43.484375,190.0,12.0,574.8046875,2846.0,86.0,0.0,0.0,278.25,480.0,160.0,0.0,4,42,11.515625,0.0625,0.9375,7.125,8,6.612984657287598,8.0,8,8,3.2706186175346375e-05,0.11863965168595314,1.9824853353202343,0.4727522760076681,0.0,0.0,0.0,1.9824853353202343,0.0,265,1896,4.430461073294282,0.0001016370952129364,1.2233138643205166,0.003124663606286049,5.706562660634518,11.398905258625746,4.1872262954711914e-05,0.06021693609642245,0.05226220714742531,2.8616494090960327e-05,109191,11.398905258625746,4789.538886524796,
229,0.011495968021336012,0.002604873589007184,0.0035755062578743946,0.0,1.0161433815956116,0.014673188054075581,0.0035755062578743946,0.004274844982585194,1.0079099535942078,0.007693588675465435,0.0069795988723058144,0.010511039692403301,0.28073903918266296,-0.07474635541439056,1.008062444627285,0.0055330656468868256,0.0719410814344883,0.02253348974045366,3.5859375,0.25969769813795623,180.56435108184814,187.27734375,133.54644775390625,5e-06,229,4,0.9264212846755981,0.9955000281333923,0.0,0.9264212846755981,0.9955000281333923,0.0,-0.1591060757637024,2.474799156188965,-2.4748454093933105,-0.1591060757637024,2.474799156188965,-2.4748454093933105,389.359375,1932.0,117.0,0.0,27.5390625,159.0,12.0,389.359375,1932.0,117.0,0.0,0.0,260.0,434.0,174.0,0.0,4,42,6.984375,0.0,1.0,7.9375,8,7.411370277404785,8.0,8,8,3.2491981983184814e-05,0.1292959377169609,1.5713308360427618,0.30564710967883,0.0,0.0,0.0,1.5713308360427618,0.0,222,1932,3.8369047939777374,9.394437074661255e-05,1.0348770394921303,0.003078816458582878,4.489768769592047,9.387450395151973,3.6636367440223694e-05,0.07698753549455711,0.054016804658341716,3.7041512771997375e-05,83118,9.387450395151973,4427.080650296976,
230,0.0210874795448035,0.0010424299034639262,2.7069631707732356e-05,0.0,1.009433627128601,0.009081382653675973,2.7069631707732356e-05,0.00021988082198731718,1.009465679526329,0.00911565322894603,-3.4270764686539223e-05,0.0005167536324819366,0.009427301585674286,-0.0053949058055877686,0.9999666213989258,0.0007128864526748657,0.039019130170345306,0.015556558544631116,1.89453125,0.2621945810182099,180.56435108184814,187.27734375,133.66245651245117,5e-06,230,4,0.8904736042022705,0.9959183931350708,0.0,0.8904736042022705,0.9959183931350708,0.0,-0.1072758361697197,2.4748663902282715,-2.1837360858917236,-0.1072758361697197,2.4748663902282715,-2.1837360858917236,408.6875,1944.0,102.0,0.0,36.0234375,182.0,13.0,408.6875,1944.0,102.0,0.0,0.0,279.0,482.0,160.0,0.0,4,42,9.046875,0.0,1.0,7.5625,8,7.123789310455322,8.0,8,8,3.310106694698334e-05,0.13313987851142883,1.8220438193529844,0.4009071337641217,0.0,0.0,0.0,1.8220438193529844,0.0,218,1944,4.073782689869404,0.00010811910033226013,1.093070525676012,0.0031198635697364807,4.724594350904226,9.922190360724926,4.094652831554413e-05,0.07787472644650183,0.05367393382377791,3.544332874825594e-05,88024,9.922190360724926,4435.714131651112,
231,0.019678944197949022,0.0015786617950652726,0.0014736051298314123,0.0,1.016087420284748,0.015540071966825053,0.0014736051298314123,0.0011972143522314127,1.0126845091581345,0.012330451616435312,0.0032096199756779242,0.006026548687259492,0.11010586470365524,-0.10783670842647552,1.0034268014132977,0.0012718327343463898,0.04831269755959511,0.008243742340710014,1.65625,0.27268468477835306,180.56435108184814,187.27734375,133.54648971557617,5e-06,231,4,0.9007916450500488,0.9938775300979614,0.0,0.9007916450500488,0.9938775300979614,0.0,-0.07272658497095108,1.641830563545227,-2.474609136581421,-0.07272658497095108,1.641830563545227,-2.474609136581421,494.5390625,2129.0,102.0,0.0,37.3359375,198.0,12.0,494.5390625,2129.0,102.0,0.0,0.0,273.875,472.0,174.0,0.0,4,42,8.75,0.0,1.0,7.625,8,7.206333160400391,8.0,8,8,4.857592284679413e-05,0.11618991196155548,2.023121166974306,0.38886512533645146,0.0,0.0,0.0,2.023121166974306,0.0,221,2129,4.385167345404625,0.00010081753134727478,1.157203909009695,0.0031528454273939133,5.130355244502425,10.722126809880137,3.827735781669617e-05,0.06927485103560173,0.05216055028622696,3.205511989379417e-05,98357,10.722126809880137,4586.636669385723,
232,0.02726550301304087,0.001160684259957634,-0.00016036721376622154,0.0,1.0131025314331055,0.012690832343650982,-0.00016036721376622154,0.00025237336558348034,1.013441562652588,0.013042027334449813,-0.00035119445328746224,0.0014619273933931254,0.016745001077651978,-0.009327579289674759,0.9996531531214714,0.0013537369668483734,0.06848854199051857,0.01756635262427153,1.4375,0.27879491085546604,180.56435108184814,187.27734375,133.58980178833008,5e-06,232,4,0.898360013961792,0.9918367266654968,0.0,0.898360013961792,0.9918367266654968,0.0,-0.14376860857009888,1.0319201946258545,-1.7784184217453003,-0.14376860857009888,1.0319201946258545,-1.7784184217453003,550.703125,3265.0,116.0,0.0,35.2265625,209.0,12.0,550.703125,3265.0,116.0,0.0,0.0,271.6875,482.0,173.0,0.0,4,42,8.625,0.0625,0.9375,7.5,8,7.1868791580200195,8.0,8,8,3.168731927871704e-05,0.1197265014052391,2.0810210332274437,0.38194081946858205,0.0,0.0,0.0,2.0810210332274437,0.0,178,2817,4.456746673211455,0.00011329911649227142,1.1906121112406254,0.0031146593391895294,5.460969880223274,11.138617986813188,3.665126860141754e-05,0.06322523298640169,0.051877813161165756,2.958846483375002e-05,105266,11.138617986813188,4725.272027670872,
233,0.03170760252396576,0.0008998852790682577,-0.00019338367837917758,0.0,1.0237895771861076,0.022847607906442136,-0.00019338367837917758,0.0003399492005964344,1.0238034427165985,0.0228509905282408,-3.382094746484654e-06,0.0013140426682980433,0.017862245440483093,-0.014473266899585724,1.0000007078051567,0.0018779709935188293,0.15569129213690758,0.011673618864733726,1.55078125,0.2858630353982131,180.56435108184814,187.27734375,133.60044860839844,5e-06,233,4,0.7674494981765747,0.9938775300979614,0.0,0.7674494981765747,0.9938775300979614,0.0,-0.140591561794281,1.6478279829025269,-1.7187336683273315,-0.140591561794281,1.6478279829025269,-1.7187336683273315,728.3828125,3491.0,179.0,0.0,61.984375,194.0,12.0,728.3828125,3491.0,179.0,0.0,0.0,248.4375,477.0,160.0,0.0,4,42,15.421875,0.125,0.875,6.625,8,6.139595985412598,8.0,8,8,5.262531340122223e-05,0.12066766992211342,2.0222138706594706,0.6829785456211539,0.0,0.0,0.0,2.0222138706594706,0.0,222,2465,4.292822202667594,0.00010839290916919708,1.3024609610438347,0.0031514856964349747,6.264017874374986,11.894438743591309,4.335865378379822e-05,0.04604402092250162,0.05009891688094332,2.5205231390392734e-05,125033,11.894438743591309,5255.943668101509,
234,0.018727014568867162,0.0017053173942258582,0.0005239823288718526,0.0,1.011321872472763,0.010585835721940384,0.0005239823288718526,0.0005588024029973514,1.0098575204610825,0.009386157735207235,0.0011996776241858242,0.002169013550968657,0.2454378306865692,-0.04346579313278198,1.0013345032930374,0.0007891133427619934,0.046204425394535065,0.009117898676777259,4.9765625,0.2660736602284338,180.56435108184814,187.27734375,133.56218719482422,5e-06,234,4,0.911760687828064,0.9981632828712463,0.0,0.911760687828064,0.9981632828712463,0.0,-0.07254257053136826,1.317406177520752,-2.474621057510376,-0.07254257053136826,1.317406177520752,-2.474621057510376,495.4609375,3074.0,69.0,0.0,33.6953125,181.0,12.0,495.4609375,3074.0,69.0,0.0,0.0,293.875,510.0,200.0,0.0,4,42,8.203125,0.0,1.0,7.6875,8,7.294085502624512,8.0,8,8,2.9608607292175293e-05,0.13163706846535206,1.8909957110881805,0.3746697388123721,0.0,0.0,0.0,1.8909957110881805,0.0,292,2814,4.350921098142862,0.00010105036199092865,1.1905615702271461,0.003121422603726387,5.425568530336022,10.998451326042414,3.948807716369629e-05,0.0686059555991558,0.05369989142708984,3.089446829045763e-05,101035,10.998451326042414,4593.146662419951,
235,0.027123533305712044,0.002126030216459185,0.0003024446798463032,0.0,1.0251016318798065,0.02381374487595167,0.0003024446798463032,0.0006993683840619269,1.024758979678154,0.023464102792786434,0.0003496417971291521,0.0025935527028195793,0.06078404188156128,-0.06395934522151947,1.000383947044611,0.0027618445456027985,0.10335414111614227,0.016807685220555868,2.99609375,0.28502494972188663,180.56435108184814,187.27734375,133.7186050415039,5e-06,235,4,0.8294888734817505,0.9918367266654968,0.0,0.8294888734817505,0.9918367266654968,0.0,-0.0774613693356514,2.4732863903045654,-2.474860906600952,-0.0774613693356514,2.4732863903045654,-2.474860906600952,724.453125,2610.0,112.0,0.0,60.421875,222.0,12.0,724.453125,2610.0,112.0,0.0,0.0,250.1875,380.0,160.0,0.0,4,42,14.28125,0.0625,0.9375,7.1875,8,6.635910511016846,8.0,8,8,2.8017908334732056e-05,0.12770173698663712,2.2859554272145033,0.661417315757717,0.0,0.0,0.0,2.2859554272145033,0.0,265,2300,4.606398491188884,9.304657578468323e-05,1.2798848077654839,0.0031229816377162933,6.315285874530673,12.229411210864782,4.079006612300873e-05,0.049675385432857586,0.0506219109169299,2.503311827850244e-05,124754,12.229411210864782,5100.572621565247,
236,0.018361002614255995,0.001980762019229587,0.00042615975326043554,0.0,1.0078928098082542,0.007670016202609986,0.00042615975326043554,0.0003283421663693442,1.0079867839813232,0.007766604325297521,-9.658817424451627e-05,0.0009933763792560057,0.015264410525560379,-0.01918753795325756,0.999909196048975,0.00036362558603286743,0.01778527721762657,0.03507502772845328,1.08203125,0.2568297611814828,180.56435108184814,187.27734375,133.55042266845703,5e-06,236,4,0.8868406414985657,0.9959183931350708,0.0,0.8868406414985657,0.9959183931350708,0.0,-0.18451596796512604,2.4748661518096924,-2.4748661518096924,-0.18451596796512604,2.4748661518096924,-2.4748661518096924,472.8671875,2751.0,112.0,0.0,34.515625,207.0,12.0,472.8671875,2751.0,112.0,0.0,0.0,276.125,456.0,212.0,0.0,4,42,8.484375,0.0,1.0,7.5,8,7.094725131988525,8.0,8,8,2.999231219291687e-05,0.12306363508105278,2.0367558486759663,0.37259477643237915,0.0,0.0,0.0,2.0367558486759663,0.0,221,1867,4.351160474121571,9.799003601074219e-05,1.1532242819666862,0.002997465431690216,5.301613235846162,10.838727863505483,3.99760901927948e-05,0.07188792562197979,0.055299446504638125,3.12656114121081e-05,95871,10.838727863505483,4422.6131150871615,
237,0.024332126777153462,0.0022810794216638897,-0.0005326180030351679,0.0,1.0138953179121017,0.013434964319458231,-0.0005326180030351679,0.00023685904170633876,1.0147995799779892,0.014328095741802827,-0.0008931314708888749,0.0015334790186898317,0.009066078811883926,-0.02388978749513626,0.9991161562502384,0.002055477350950241,0.04967603087425232,0.0015456948312930763,0.998046875,0.2919648407608094,180.56435108184814,187.27734375,133.61966705322266,5e-06,237,4,0.8192582726478577,0.9959183931350708,0.0,0.8192582726478577,0.9959183931350708,0.0,-0.0596943125128746,2.4748661518096924,-1.9841194152832031,-0.0596943125128746,2.4748661518096924,-1.9841194152832031,791.71875,3407.0,76.0,0.0,60.671875,214.0,12.0,791.71875,3407.0,76.0,0.0,0.0,277.6875,554.0,160.0,0.0,4,42,13.234375,0.0625,0.9375,7.0625,8,6.554066181182861,8.0,8,8,2.795085310935974e-05,0.11339906416833401,2.2524389177560806,0.6366138827143004,0.0,0.0,0.0,2.2524389177560806,0.0,377,3018,4.863104425370693,9.712204337120056e-05,1.3483519200235605,0.0030076242983341217,6.864725984632969,13.102969326078892,4.439614713191986e-05,0.0479880049868827,0.05014995167172912,2.1972066116815126e-05,136884,13.102969326078892,5223.396185762232,
238,0.016008520557079464,0.0008722271377337165,0.00022970635890828817,0.0,1.0074476599693298,0.0073146221038769,0.00022970635890828817,0.00013751276695628256,1.0072739571332932,0.007147094438550994,0.00016752785504081658,0.0007061141223516643,0.008088996633887291,-0.00639808364212513,1.0001689344644547,7.705017924308777e-05,-0.00830700621008873,0.001532536232843995,1.3046875,0.2592412629134859,180.56435108184814,187.27734375,133.70178985595703,5e-06,238,4,0.9143673777580261,0.996874988079071,0.0,0.9143673777580261,0.996874988079071,0.0,-0.03621639311313629,1.211442470550537,-1.937031865119934,-0.03621639311313629,1.211442470550537,-1.937031865119934,488.7734375,2380.0,116.0,0.0,38.09375,228.0,12.0,488.7734375,2380.0,116.0,0.0,0.0,255.75,482.0,178.0,0.0,4,42,8.5625,0.0,1.0,7.6875,8,7.314939022064209,8.0,8,8,2.9008835554122925e-05,0.1242097970098257,2.220414739102125,0.41300859142211266,0.0,0.0,0.0,2.220414739102125,0.0,265,2305,4.504460548982024,8.94404947757721e-05,1.17770392075181,0.0030871089547872543,5.211502764374018,10.921119334176183,3.9966776967048645e-05,0.07199879399936103,0.05468580745206159,3.239392810824095e-05,95299,10.921119334176183,4363.060098692197,
239,0.03011381145915948,0.0010238589529762976,0.0006691697244605166,0.0,1.0201700776815414,0.019443120072537567,0.0006691697244605166,0.00032206316080873876,1.0193602591753006,0.01869606327090878,0.0007470572313650337,0.001467317936658219,0.03948548436164856,-0.008109897375106812,1.0007559694349766,-0.00013564527034759521,-0.0037081800401210785,0.004611054348060861,1.42578125,0.2889953682919515,180.56435108184814,187.27734375,133.6778564453125,5e-06,239,4,0.815630316734314,0.9897959232330322,0.0,0.815630316734314,0.9897959232330322,0.0,-0.037164781242609024,1.8908356428146362,-1.259955883026123,-0.037164781242609024,1.8908356428146362,-1.259955883026123,716.4921875,3299.0,192.0,0.0,46.59375,177.0,12.0,716.4921875,3299.0,192.0,0.0,0.0,287.3125,477.0,160.0,0.0,4,42,11.671875,0.0625,0.9375,7.125,8,6.525042533874512,8.0,8,8,4.4560059905052185e-05,0.11558307707309723,1.885270843282342,0.5040562950453022,0.0,0.0,0.0,1.885270843282342,0.0,214,2810,4.367158034816384,0.00011286325752735138,1.3239006604999304,0.003101373091340065,6.369805222377181,12.090751145035028,4.212185740470886e-05,0.04761869388422746,0.04957548407525416,2.4137641094741607e-05,128487,12.090751145035028,5313.441590961955,
240,0.014275080524384975,0.001379976085445378,0.0001673995425264252,0.0,1.0081246867775917,0.007853924413211644,0.0001673995425264252,0.000203640529457233,1.008089616894722,0.007819969541742466,3.395494269398114e-05,0.0004945490318846169,0.006480589509010315,-0.011487700045108795,1.0000351630151272,0.0006066933274269104,0.02643921598792076,0.011043712089303881,1.171875,0.2537297619638708,180.56435108184814,187.27734375,133.65898513793945,5e-06,240,4,0.9384108185768127,0.9959183931350708,0.0,0.9384108185768127,0.9959183931350708,0.0,-0.07541093230247498,1.6201122999191284,-2.4711484909057617,-0.07541093230247498,1.6201122999191284,-2.4711484909057617,390.9765625,1440.0,86.0,0.0,32.3671875,148.0,12.0,390.9765625,1440.0,86.0,0.0,0.0,291.0625,480.0,174.0,0.0,4,42,8.015625,0.0,1.0,7.875,8,7.50728702545166,8.0,8,8,2.6652589440345764e-05,0.11750929988920689,1.5337467435747385,0.3337197088258108,0.0,0.0,0.0,1.5337467435747385,0.0,174,1440,4.1536878775805235,9.807199239730835e-05,1.1535778995603323,0.003003522753715515,4.819158935919404,10.152455007657409,3.789551556110382e-05,0.08299905839905132,0.05520164644069832,3.440421935276245e-05,87301,10.152455007657409,4299.501939883206,
241,0.016706026362953708,0.0014192583766998723,0.00034217720985907363,0.0,1.012246087193489,0.011913206060853554,0.00034217720985907363,0.0002196778493015472,1.0119317024946213,0.011622533773333998,0.0002906723602791317,0.0011744064909180452,0.017154410481452942,-0.008613716810941696,1.0002944841980934,0.00020295009016990662,0.02061597630381584,0.006902694527525455,1.625,0.2717503806410253,180.56435108184814,187.27734375,133.681884765625,5e-06,241,4,0.8989773392677307,0.9918367266654968,0.0,0.8989773392677307,0.9918367266654968,0.0,-0.08719788491725922,1.166603684425354,-2.474473237991333,-0.08719788491725922,1.166603684425354,-2.474473237991333,594.1640625,2820.0,116.0,0.0,44.734375,216.0,12.0,594.1640625,2820.0,116.0,0.0,0.0,278.0625,477.0,206.0,0.0,4,42,9.75,0.0,1.0,7.75,8,7.1918182373046875,8.0,8,8,5.093589425086975e-05,0.132349306717515,2.089899104088545,0.48428117905859835,0.0,0.0,0.0,2.089899104088545,0.0,216,2820,4.726060301065445,9.26777720451355e-05,1.2413243725895882,0.0029843151569366455,5.894877903163433,11.889021452516317,3.9890408515930176e-05,0.06214166832426656,0.052800196185798134,2.6730396855538943e-05,111645,11.889021452516317,4695.298113721979,
242,0.02213402508641593,0.0012042669841321185,0.00041381860264522174,0.0,1.0094801634550095,0.009216052960255183,0.00041381860264522174,0.00018932859212150016,1.009218767285347,0.008964116856077453,0.000251936095878591,0.0008016156092907067,0.014404572546482086,-0.008141770958900452,1.0002540834248066,-0.00010434165596961975,0.000847991555929184,0.012369935706374235,3.375,0.2665468501175542,180.56435108184814,187.27734375,133.67084884643555,5e-06,242,4,0.9030134081840515,0.9979591965675354,0.0,0.9030134081840515,0.9979591965675354,0.0,-0.0741192027926445,2.474365711212158,-1.6201589107513428,-0.0741192027926445,2.474365711212158,-1.6201589107513428,448.375,2803.0,86.0,0.0,33.828125,216.0,12.0,448.375,2803.0,86.0,0.0,0.0,305.25,472.0,173.0,0.0,4,42,8.8125,0.0,1.0,7.6875,8,7.224106788635254,8.0,8,8,2.7231872081756592e-05,0.11652551777660847,2.1419592164456844,0.36108817395870574,0.0,0.0,0.0,2.1419592164456844,0.0,293,2803,4.666238082572818,9.050406515598297e-05,1.145488042384386,0.0030018407851457596,5.110690250992775,10.948343364521861,3.873184323310852e-05,0.08130467804873184,0.05298028540173303,3.1118767469167356e-05,96464,10.948343364521861,4405.415357751378,
243,0.022270391571510118,0.0009804630062717479,0.00038074376600150117,0.0,1.0181845650076866,0.016123916231208568,0.00038074376600150117,0.0002745573107421351,1.01795794069767,0.01585612870803743,0.00026778714101283185,0.0009240418185072485,0.014458712190389633,-0.010504677891731262,1.0002705790102482,0.0003881379961967468,0.0009639337658882141,0.02048024562827777,1.4140625,0.2817160287314549,180.56435108184814,187.27734375,133.7572364807129,5e-06,243,4,0.8466861248016357,0.9897959232330322,0.0,0.8466861248016357,0.9897959232330322,0.0,-0.14324234426021576,0.9523146152496338,-1.6200592517852783,-0.14324234426021576,0.9523146152496338,-1.6200592517852783,762.6953125,3064.0,192.0,0.0,52.421875,218.0,12.0,762.6953125,3064.0,192.0,0.0,0.0,255.625,368.0,174.0,0.0,4,42,12.078125,0.0625,0.9375,7.1875,8,6.773489475250244,8.0,8,8,3.0547380447387695e-05,0.13041992112994194,2.3017206247895956,0.5685203515022295,0.0,0.0,0.0,2.3017206247895956,0.0,215,2623,4.679441839456558,0.0006310045719146729,1.3473997320979834,0.0030119195580482483,6.726068718358874,12.780531752854586,3.898702561855316e-05,0.04793282293937576,0.051602046249252936,2.31072887954908e-05,130345,12.780531752854586,5099.357464953948,
244,0.03572915412951261,0.0014661418317700736,0.000611325534862317,0.0,1.0275307297706604,0.026402466755826026,0.000611325534862317,0.0002911958942304338,1.0270448178052902,0.0259539608086925,0.00044850586107259005,0.0013908784955560805,0.015564195811748505,-0.009455349296331406,1.0004525072872639,-6.717070937156677e-05,0.01719004660844803,0.014119061805104138,1.4140625,0.2900205098507944,180.56435108184814,187.27734375,133.69480514526367,5e-06,244,4,0.773768424987793,0.9887499809265137,0.0,0.773768424987793,0.9887499809265137,0.0,-0.1011759340763092,1.20734441280365,-2.4698338508605957,-0.1011759340763092,1.20734441280365,-2.4698338508605957,839.5703125,3915.0,69.0,0.0,59.5859375,208.0,12.0,839.5703125,3915.0,69.0,0.0,0.0,231.4375,434.0,167.0,0.0,4,42,14.5625,0.125,0.875,6.75,8,6.190147399902344,8.0,8,8,2.7509406208992004e-05,0.13484750129282475,2.2132317181676626,0.6584379103878746,0.0,0.0,0.0,2.2132317181676626,0.0,266,2162,4.409897970035672,9.750016033649445e-05,1.3503732103854418,0.0030855555087327957,6.906478663906455,12.696522425860167,3.9692968130111694e-05,0.0410356671477753,0.05037952471683691,2.250768120514991e-05,137089,12.696522425860167,5398.683017358293,
245,0.020980803878046572,0.0014296540539362468,0.0006007084411976393,0.0,1.0086804181337357,0.008416125667281449,0.0006007084411976393,0.00020474788379942765,1.008206531405449,0.007952002153615467,0.0004641233776965237,0.0008662038235343061,0.009561631828546524,-0.008666867390275002,1.000466175377369,-0.0003888234496116638,-0.019428066909313202,0.008360470630577765,1.62890625,0.2561151939932491,180.56435108184814,187.27734375,133.6286964416504,5e-06,245,4,0.9078090190887451,0.9984375238418579,0.0,0.9078090190887451,0.9984375238418579,0.0,-0.0951024517416954,0.9130094051361084,-2.4070165157318115,-0.0951024517416954,0.9130094051361084,-2.4070165157318115,383.265625,1370.0,76.0,0.0,26.53125,146.0,12.0,383.265625,1370.0,76.0,0.0,0.0,265.0625,473.0,160.0,0.0,4,42,7.328125,0.0,1.0,7.8125,8,7.262472152709961,8.0,8,8,2.9401853680610657e-05,0.11960004828870296,1.5050194133073092,0.2965066088218009,0.0,0.0,0.0,1.5050194133073092,0.0,160,1201,3.724316919222474,0.00010136328637599945,1.1159186121076345,0.0030601248145103455,4.550257720053196,9.418749898672104,3.9868056774139404e-05,0.07591660726532827,0.05483163087813843,3.687519358096963e-05,82986,9.418749898672104,4405.361693046958,
246,0.02027982845902443,0.0013823788613080978,0.0004255618505339953,0.0,1.0076151937246323,0.007398208843369503,0.0004255618505339953,0.0003346519002889181,1.0074804425239563,0.007274295290699229,0.0001239135317518958,0.000842961799207842,0.018493445590138435,-0.02381780371069908,1.0001287311315536,0.0004443414509296417,0.006200850009918213,0.004729162345029181,1.7099609375,0.2679790543752244,180.56435108184814,187.27734375,133.74666595458984,5e-06,246,4,0.8883616328239441,0.9979591965675354,0.0,0.8883616328239441,0.9979591965675354,0.0,-0.0336415097117424,1.6199448108673096,-2.474715232849121,-0.0336415097117424,1.6199448108673096,-2.474715232849121,503.5859375,2673.0,102.0,0.0,36.8125,207.0,13.0,503.5859375,2673.0,102.0,0.0,0.0,231.6875,330.0,174.0,0.0,4,42,9.03125,0.0625,0.9375,7.5,8,7.106892108917236,8.0,8,8,2.7259811758995056e-05,0.14227868802845478,2.113359631970525,0.4120424137072405,0.0,0.0,0.0,2.113359631970525,0.0,222,2490,4.352383555844426,9.271875023841858e-05,1.128109710291028,0.0030285771936178207,5.003204299136996,10.510844511911273,4.128552973270416e-05,0.06752173561247345,0.05316054081854111,3.2179537731688046e-05,94115,10.510844511911273,4477.042729218639,
247,0.026661048090318218,0.0011202734094695188,-0.0003501721866996377,0.0,1.0223410800099373,0.021522816183278337,-0.0003501721866996377,0.0002749394282091089,1.022706776857376,0.021877913968637586,-0.00035509770168573596,0.0013505232527677435,0.01640176959335804,-0.016371451318264008,0.9996497370302677,0.0018350407481193542,0.0609687902033329,0.016758363373810425,2.890625,0.27908829387065587,180.56435108184814,187.27734375,133.64055633544922,5e-06,247,4,0.8460896015167236,0.996874988079071,0.0,0.8460896015167236,0.996874988079071,0.0,-0.12691430747509003,0.8985797762870789,-2.474367141723633,-0.12691430747509003,0.8985797762870789,-2.474367141723633,647.09375,2135.0,148.0,0.0,56.3203125,209.0,12.0,647.09375,2135.0,148.0,0.0,0.0,273.1875,472.0,160.0,0.0,4,42,13.203125,0.0625,0.9375,7.1875,8,6.768716812133789,8.0,8,8,4.7596171498298645e-05,0.11732144095003605,2.159297512844205,0.6047546234476613,0.0,0.0,0.0,2.159297512844205,0.0,221,2007,4.493785141035914,9.528733789920807e-05,1.2734367437660694,0.0030736103653907776,5.997447395697236,11.794843571260571,3.922358155250549e-05,0.054254420498332866,0.05091384593447346,2.6092654804838685e-05,117796,11.794843571260571,4993.538035850805,
